drawNumber,drawDate,drawDateTime,drawName,drawSize,drawCRS,drawText2,drawCutOff,drawDistributionAsOn,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18
113,2019-03-20,"March 20, 2019 at 11:44:52 UTC",No Program Specified,"3,350",452,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 7, 2019 at 9:59:25 UTC","March 20, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2019-03-06,"March 6, 2019 at 14:56:03 UTC",No Program Specified,"3,350",454,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 11, 2019 at 17:21:27 UTC","March 6, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2019-02-20,"February 20, 2019 at 01:43:14 UTC",No Program Specified,"3,350",457,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 6, 2018 at 12:38:11 UTC","February 20, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2019-01-30,"January 30, 2019 at 12:09:10 UTC",No Program Specified,"3,350",438,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","April 26, 2018 at 05:00:46 UTC","January 30, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2019-01-23,"January 23, 2019 at 14:19:24 UTC",No Program Specified,"3,900",443,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 2, 2019 at 03:55:26 UTC","January 23, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2019-01-09,"January 10, 2019 at 12:20:46 UTC",No Program Specified,"3,900",449,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 2, 2019 at 11:40:53 UTC","January 9, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2018-12-19,"December 19, 2018 at 12:35:17 UTC",No Program Specified,"3,900",439,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 6, 2018 at 19:31:37 UTC","December 19, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2018-12-12,"December 12, 2018 at 14:10:54 UTC",No Program Specified,"3,900",445,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 28, 2018 at 09:51:43 UTC","December 12, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2018-11-28,"November 28, 2018 at 12:14:58 UTC",No Program Specified,"3,900",445,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 22, 2018 at 14:40:13 UTC","November 28, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2018-11-14,"November 15, 2018 at 14:06:07 UTC",No Program Specified,"3,900",449,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","September 16, 2018 at 12:41:42 UTC","November 14, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2018-10-29,"October 29, 2018 at 16:36:30 UTC",No Program Specified,"3,900",442,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 16, 2018 at 06:09:04 UTC","October 29, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2018-10-15,"October 15, 2018 at 12:11:46 UTC",No Program Specified,"3,900",440,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","September 18, 2018 at 11:06:29 UTC","October 15, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2018-10-03,"October 3, 2018 at 11:20:04 UTC",No Program Specified,"3,900",445,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 2, 2018 at 04:02:11 UTC","October 3, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2018-09-24,"September 24, 2018 at 05:34:21 UTC",Federal Skilled Trades,400,284,Federal Skilled Trades,"February 18, 2018 at 12:31:16 UTC","September 24, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2018-09-19,"September 19, 2018 at 11:29:46 UTC",No Program Specified,"3,500",441,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","September 6, 2018 at 10:28:45 UTC","September 19, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2018-09-05,"September 5, 2018 at 13:10:19 UTC",No Program Specified,"3,900",440,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","April 29, 2018 at 14:28:34 UTC","September 5, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2018-08-22,"August 22, 2018 at 13:19:10 UTC",No Program Specified,"3,750",440,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 21, 2018 at 11:28:03 UTC","August 22, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2018-08-08,"August 8, 2018 at 11:56:30 UTC",No Program Specified,"3,750",440,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 31, 2018 at 00:06:40 UTC","August 8, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2018-07-25,"July 25, 2018 at 12:43:04 UTC",No Program Specified,"3,750",441,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 31, 2017 at 12:14:21 UTC","July 25, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2018-07-11,"July 11, 2018 at 12:09:46 UTC",No Program Specified,"3,750",442,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","June 26, 2018 at 13:18:55 UTC","July 11, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2018-06-25,"June 25, 2018 at 12:11:51 UTC",No Program Specified,"3,750",442,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 28, 2018 at 21:06:11 UTC","June 25, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2018-06-13,"June 13, 2018 at 11:31:36 UTC",No Program Specified,"3,750",451,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","July 21, 2017 at 07:01:28 UTC","June 13, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91b,2018-05-30,"May 30, 2018 at 14:52:06 UTC",Provincial Nominee Program,200,902,Provincial Nominee Program,"March 23, 2018 at 05:38:02 UTC","May 30, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91a,2018-05-30,"May 30, 2018 at 14:52:06 UTC",Federal Skilled Trades,500,288,Federal Skilled Trades,"June 7, 2017 at 20:11:13 UTC","May 30, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2018-05-23,"May 23, 2018 at 11:20:42 UTC",No Program Specified,"3,500",440,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 30, 2017 at 06:39:40 UTC","May 23, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2018-05-09,"May 9, 2018 at 12:28:41 UTC",No Program Specified,"3,500",441,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 12, 2017 at 01:51:38 UTC","May 9, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2018-04-25,"April 25, 2018 at 12:40:15 UTC",No Program Specified,"3,500",441,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 8, 2017 at 10:25:33 UTC","April 25, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018-04-11,"April 11, 2018 at 12:50:17 UTC",No Program Specified,"3,500",444,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","March 26, 2018 at 08:25:40 UTC","April 11, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018-03-26,"March 26, 2018 at 12:00:18 UTC",No Program Specified,"3,000",446,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 23, 2018 at 08:06:19 UTC","March 26, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018-03-14,"March 14, 2018 at 12:08:58 UTC",No Program Specified,"3,000",456,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","March 3, 2018 at 02:12:11 UTC","March 14, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2018-02-21,"February 21, 2018 at 13:29:23 UTC",No Program Specified,"3,000",442,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 11, 2018 at 17:03:32 UTC","February 21, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2018-02-07,"February 7, 2018 at 16:55:01 UTC",No Program Specified,"3,000",442,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 29, 2017 at 07:01:15 UTC","February 7, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2018-01-24,"January 24, 2018 at 13:38:00 UTC",No Program Specified,"2,750",444,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program"," January 17, 2018 at 12:33:00 UTC","January 24, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2018-01-10,"January 10, 2018 at 12:15:38 UTC",No Program Specified,"2,750",446,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 18, 2017 at 6:30:42 UTC","January 10, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2017-12-20,"December 20, 2017 at 13:29:55 UTC",No Program Specified,"2,750",446,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 02, 2017 at 14:56:53 UTC","December 20, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2017-12-06,"December 6, 2017 at 14:00:00 UTC",No Program Specified,"2,750",452,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 16, 2017 at 04:20:20 UTC","December 6, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2017-11-15,"November 15, 2017 at 17:54:19 UTC",No Program Specified,"2,750",439,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 19, 2017 at 12:02:28 UTC","November 15, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2017-11-08,"November 8, 2017 at 13:40:54 UTC",No Program Specified,"2,000",458,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 23, 2017 at 15:58:27 UTC","November 8, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2017-11-01,"November 1, 2017, at 12:55:44 UTC",Federal Skilled Trades,505,241,Federal Skilled Trades,,"November 1, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2017-11-01,"November 1, 2017, at 12:55:44 UTC",Provincial Nominee Program,290,673,Provincial Nominee Program,,"November 1, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2017-10-18,"October 18, 2017 at 11:12:41 UTC",No Program Specified,"2,757",436,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"October 18, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2017-10-04,"October 4, 2017 at 12:22:22 UTC",No Program Specified,"2,801",438,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"October 4, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2017-09-20,"September 20, 2017 at 12:39:23 UTC",No Program Specified,"2,871",433,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"September 20, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2017-09-06,"September 6, 2017 at 11:08:58 UTC",No Program Specified,"2,772",435,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"September 6, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2017-08-23,"August 23, 2017 at 12:14:16 UTC",No Program Specified,"3,035",434,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"August 23, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2017-08-09,"August 9, 2017 at 12:15:03 UTC",No Program Specified,"2,991",433,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"August 9, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2017-08-02,"August 2, 2017 at 12:22:55 UTC",No Program Specified,"3,264",441,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"August 2, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2017-07-12,"July 12, 2017 at 16:31:04 UTC",No Program Specified,"3,202",440,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"July 12, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2017-06-28,"June 28, 2017 at 13:17:07 UTC",No Program Specified,"3,409",449,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"June 28, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2017-05-31,"May 31, 2017 at 12:13:35 UTC",No Program Specified,"3,877",413,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"May 31, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2017-05-26,"May 26, 2017, at 16:35:48 UTC",Federal Skilled Trades,400,199,Federal Skilled Trades,,"May 26, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2017-05-26,"May 26, 2017, at 16:35:48 UTC",Provincial Nominee Program,143,775,Provincial Nominee Program,,"May 26, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2017-05-17,"May 17, 2017 at 13:17:03 UTC",No Program Specified,"3,687",415,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"May 17, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2017-05-04,"May 4, 2017 at 12:20:49 UTC",No Program Specified,"3,796",423,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"May 4, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2017-04-19,"April 19, 2017 at 12:23:45 UTC",No Program Specified,"3,665",415,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"April 19, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2017-04-12,"April 12, 2017 at 17:24:01 UTC",No Program Specified,"3,923",423,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"April 12, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2017-04-05,"April 5, 2017 at 12:09:10 UTC",No Program Specified,"3,753",431,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"April 5, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2017-03-24,"March 24, 2017 at 12:38:04 UTC",No Program Specified,"3,749",441,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"March 24, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2017-03-01,"March 1, 2017 at 13:32:31 UTC",No Program Specified,"3,884",434,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"March 1, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2017-02-22,"February 22, 2017 at 13:10:45 UTC",No Program Specified,"3,611",441,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"February 22, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2017-02-08,"February 8, 2017 at 13:23:27 UTC",No Program Specified,"3,644",447,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"February 8, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2017-01-25,"January 25, 2017 at 13:13:53 UTC",No Program Specified,"3,508",453,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"January 25, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2017-01-11,"January 11, 2017 at 15:16:33 UTC",No Program Specified,"3,334",459,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"January 11, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2017-01-04,"January 4, 2017 at 13:24:16 UTC",No Program Specified,"2,902",468,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"January 4, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2016-12-22,"December 22, 2016 at 13:39:04 UTC",No Program Specified,"2,878",475,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"December 22, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2016-12-16,"December 16, 2016 at 16:42:31 UTC",No Program Specified,"1,936",497,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"December 16, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2016-11-30,"November 30, 2016 at 14:58:44 UTC",Provincial Nominee Program,559,786,Provincial Nominee Program,,"November 30, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2016-11-16,"November 16, 2016 at 13:12:45 UTC",No Program Specified,"2,427",470,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"November 16, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2016-11-02,"November 2, 2016 at 12:34:57 UTC",No Program Specified,"2,080",472,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"November 2, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2016-10-19,"October 19, 2016 at 12:20:50 UTC",No Program Specified,"1,804",475,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"October 19, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2016-10-12,"October 12, 2016 at 12:18:33 UTC",No Program Specified,"1,518",484,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"October 12, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2016-09-21,"September 21, 2016 at 12:05:41 UTC",No Program Specified,"1,288",483,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"September 21, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2016-09-07,"September 7, 2016 at 12:09:27 UTC",No Program Specified,"1,000",491,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"September 7, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2016-08-24,"August 24, 2016 at 12:12:22 UTC",No Program Specified,750,538,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"August 24, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2016-08-10,"August 10, 2016 at 11:17:01 UTC",No Program Specified,754,490,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"August 10, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2016-07-27,"July 27, 2016 at 12:40:23 UTC",No Program Specified,755,488,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"July 27, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2016-07-13," July 13, 2016 at 13:56:45 UTC",No Program Specified,747,482,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"July 13, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2016-06-29,"June 29, 2016 at 12:10:42 UTC",No Program Specified,773,482,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"June 29, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2016-06-15,"June 15, 2016 at 13:35:01 UTC",No Program Specified,752,488,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"June 15, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2016-06-01,"June 1, 2016 at 18:59:32 UTC",No Program Specified,762,483,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"June 1, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2016-05-18,"May 18, 2016 at 13:45:56 UTC",No Program Specified,763,484,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"May 18, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2016-05-06,"May 6, 2016 at 12:47:39 UTC",No Program Specified,799,534,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"May 6, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2016-04-20,"April 20, 2016 at 12:29:05 UTC",No Program Specified,"1,018",468,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"April 20, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2016-04-06,"April 6, 2016 at 12:32:17 UTC",No Program Specified,954,470,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"April 6, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2016-03-23,"March 23, 2016 at 12:20:45 UTC",No Program Specified,"1,014",470,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"March 23, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2016-03-09,"March 9, 2016 at 13:11:07 UTC",No Program Specified,"1,013",473,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"March 9, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2016-02-24,"February 24, 2016 at 13:03:55 UTC",No Program Specified,"1,484",453,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"February 24, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2016-02-10,"February 10, 2016 at 13:07:36 UTC",No Program Specified,"1,505",459,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"February 10, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2016-01-27,"January 27, 2016 at 13:44:40 UTC",No Program Specified,"1,468",457,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"January 27, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2016-01-13,"January 13, 2016 at 12:59:27 UTC",No Program Specified,"1,518",453,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"January 13, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2016-01-06,"January 6, 2016 at 13:28:25 UTC",No Program Specified,"1,463",461,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"January 6, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2015-12-18,"December 18, 2015 at 15:56:10 UTC",No Program Specified,"1,503",460,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"December 18, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2015-12-04,"December 4, 2015 at 13:15:46 UTC",No Program Specified,"1,451",461,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"December 4, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2015-11-27,"November 27, 2015 at 15:58:32 UTC",No Program Specified,"1,559",472,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"November 27, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2015-11-13,"November 13, 2015 at 12:34:37 UTC",No Program Specified,"1,506",484,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"November 13, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2015-10-23,"October 23, 2015 at 12:34:37 UTC",No Program Specified,"1,502",489,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"October 23, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2015-10-02,"October 2, 2015 at 12:28:11 UTC",No Program Specified,"1,530",450,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"October 2, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2015-09-18,"September 18, 2015 at 14:51:28 UTC",No Program Specified,"1,545",450,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"September 18, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2015-09-08,"September 8, 2015 at 15:41:50 UTC",No Program Specified,"1,517",459,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"September 8, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2015-08-21,"August 21, 2015 at 14:38:31 UTC",No Program Specified,"1,523",456,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program",,"August 21, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
